Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
0.975580947,5.8%,1.4%,8,-11.1%,-27.3%,4,33.3%,-50.0%,18.5,-84.5,-25.5,$430K,22.9%,10.0%,9,125.0%,0.0%,3/31/2012,Single Family Residential,"Seattle, WA - Minor"
0.976689822,2.3%,2.7%,50,-3.8%,-5.7%,70,12.9%,-34.6%,92,6,28,$473K,7.7%,4.0%,80,50.9%,-11.1%,3/31/2012,Single Family Residential,"Seattle, WA - Central Seattle"
0.985920526,-1.5%,3.0%,2,-60.0%,-33.3%,7,0.0%,-22.2%,13,-75,-173,$336K,1.2%,3.4%,4,33.3%,-20.0%,3/31/2012,Single Family Residential,"Seattle, WA - Holly Park"
0.949987549,1.1%,-3.4%,8,-27.3%,33.3%,9,-18.2%,-30.8%,99.5,19.5,-33,$320K,0.0%,-32.3%,6,-14.3%,-57.1%,3/31/2012,Single Family Residential,"Seattle, WA - Cedar Heights"
0.952595702,0.5%,-3.4%,10,-23.1%,150.0%,6,-14.3%,-66.7%,54.5,0.5,21.5,$285K,-1.4%,-29.6%,6,20.0%,-60.0%,3/31/2012,Single Family Residential,"Seattle, WA - Fairmount Park"
0.994064624,0.2%,1.4%,11,57.1%,83.3%,4,-33.3%,-81.0%,96,10,65,$283K,-19.1%,-5.5%,9,28.6%,-40.0%,3/31/2012,Single Family Residential,"Seattle, WA - Atlantic"
0.977153508,-0.3%,-1.4%,9,-47.1%,-47.1%,5,0.0%,-80.0%,77,15,65,$364K,-3.8%,7.0%,9,125.0%,-73.5%,3/31/2012,Single Family Residential,"Seattle, WA - Genesee"
0.980074876,0.2%,-0.1%,17,21.4%,54.5%,10,11.1%,-44.4%,13,-11,-30,$330K,-24.0%,-25.0%,17,0.0%,6.3%,3/31/2012,Single Family Residential,"Seattle, WA - Seaview"
0.931771996,-2.2%,-2.0%,3,50.0%,-40.0%,3,50.0%,0.0%,20,-189.5,-102,$780K,7.3%,14.7%,8,166.7%,166.7%,3/31/2012,Single Family Residential,"Seattle, WA - Portage Bay"
0.983494902,4.7%,0.6%,8,0.0%,-38.5%,4,-50.0%,-33.3%,40.5,-36,22.5,$341K,15.8%,-18.8%,6,0.0%,-53.8%,3/31/2012,Single Family Residential,"Seattle, WA - Mann"
0.939872906,1.0%,-2.6%,14,40.0%,40.0%,25,25.0%,0.0%,21.5,-40,-94.5,$194K,-8.7%,-22.0%,26,18.2%,36.8%,3/31/2012,Single Family Residential,"Seattle, WA - Brighton"
0.971707504,1.7%,1.5%,21,-16.0%,-16.0%,45,-4.3%,-11.8%,38.5,-9.5,-51,$220K,-6.4%,-17.0%,44,18.9%,15.8%,3/31/2012,Single Family Residential,"Seattle, WA - Mid-Beacon Hill"
0.982472217,0.6%,0.9%,20,17.6%,66.7%,18,5.9%,-37.9%,60.5,-8,17,$770K,21.3%,10.2%,28,47.4%,-6.7%,3/31/2012,Single Family Residential,"Seattle, WA - Stevens"
0.959035973,-1.2%,-2.9%,17,0.0%,13.3%,20,-4.8%,11.1%,70,4,-20,$399K,-2.7%,10.1%,25,31.6%,8.7%,3/31/2012,Single Family Residential,"Seattle, WA - Gatewood"
0.934113060,0.0%,-2.6%,2,0.0%,0.0%,1,-50.0%,-66.7%,86.5,0,-97.5,$540K,0.0%,15.0%,1,0.0%,-50.0%,3/31/2012,Single Family Residential,"Seattle, WA - Cascade"
0.959054205,0.0%,-4.5%,12,-7.7%,33.3%,21,-19.2%,-4.5%,106,34,-5,$155K,3.3%,7.6%,18,0.0%,12.5%,3/31/2012,Single Family Residential,"Seattle, WA - Rainier View"
0.961886299,0.3%,-0.1%,10,-9.1%,-41.2%,17,-10.5%,-34.6%,19,8,-99,$430K,1.1%,-19.0%,23,15.0%,35.3%,4/30/2012,Single Family Residential,"Seattle, WA - Alki Point"
0.969841345,-0.4%,0.3%,20,0.0%,-4.8%,18,-10.0%,-40.0%,80,-17,52,$334K,1.1%,30.8%,24,9.1%,-20.0%,4/30/2012,Single Family Residential,"Seattle, WA - Arbor Heights"
1.003779264,1.2%,2.4%,81,9.5%,8.0%,34,0.0%,-48.5%,8.5,-16.5,-17.5,$465K,6.1%,12.6%,116,31.8%,0.0%,4/30/2012,Single Family Residential,"Seattle, WA - Ballard"
0.968202313,1.1%,-1.6%,11,22.2%,-8.3%,7,75.0%,-36.4%,38,5,21.5,$275K,15.8%,-8.3%,14,40.0%,-12.5%,4/30/2012,Single Family Residential,"Seattle, WA - Bitter Lake"
0.961091611,1.4%,-1.6%,19,35.7%,5.6%,28,0.0%,7.7%,51,-10,35.5,$505K,8.0%,6.4%,30,25.0%,11.1%,4/30/2012,Single Family Residential,"Seattle, WA - North Beach / Blue Ridge"
0.979591695,-0.5%,0.7%,26,4.0%,36.8%,20,25.0%,5.3%,34,-28.5,-26,$498K,6.0%,23.9%,36,33.3%,24.1%,4/30/2012,Single Family Residential,"Seattle, WA - Broadview"
0.995497080,0.7%,2.4%,13,44.4%,44.4%,3,-40.0%,-78.6%,9,-8,-12,$480K,12.9%,24.7%,16,33.3%,-5.9%,4/30/2012,Single Family Residential,"Seattle, WA - Bryant"
0.956502047,-1.0%,2.3%,11,0.0%,22.2%,23,-14.8%,64.3%,60,0,-32,$285K,0.0%,-10.4%,29,0.0%,107.1%,4/30/2012,Single Family Residential,"Seattle, WA - Columbia City"
0.985955785,1.1%,0.5%,13,44.4%,0.0%,6,0.0%,-62.5%,15,-18.5,-34.5,$365K,-11.0%,4.3%,19,26.7%,0.0%,4/30/2012,Single Family Residential,"Seattle, WA - Crown Hill"
0.963056852,-0.8%,-0.6%,47,-7.8%,-17.5%,74,-8.6%,-33.3%,104,-2,39,$190K,-0.2%,-15.4%,91,15.2%,-14.2%,4/30/2012,Single Family Residential,"Seattle, WA - Delridge"
0.952769543,1.9%,,3,50.0%,,1,,,157,70.5,,$594K,10.0%,,1,0.0%,,4/30/2012,Single Family Residential,"Seattle, WA - Eastlake"
0.977538157,0.0%,2.0%,18,20.0%,5.9%,24,100.0%,26.3%,101.5,45.5,52.5,$384K,9.6%,-11.8%,32,88.2%,52.4%,4/30/2012,Single Family Residential,"Seattle, WA - Fauntleroy"
0.993111775,1.7%,0.5%,15,15.4%,15.4%,5,25.0%,-61.5%,25,-8.5,13,$425K,-5.6%,23.2%,18,38.5%,-5.3%,4/30/2012,Single Family Residential,"Seattle, WA - Fremont"
0.995024259,2.0%,-1.4%,16,33.3%,23.1%,9,28.6%,-35.7%,6,-19.5,-33,$491K,10.6%,-10.4%,27,42.1%,8.0%,4/30/2012,Single Family Residential,"Seattle, WA - Green Lake"
1.008593052,0.4%,3.2%,36,20.0%,28.6%,22,15.8%,-45.0%,27.5,5,-9.5,$368K,-7.2%,-0.8%,44,18.9%,-6.4%,4/30/2012,Single Family Residential,"Seattle, WA - Greenwood"
0.969677699,2.2%,-0.4%,16,23.1%,6.7%,11,-31.3%,-59.3%,16,-45,-71,$264K,16.0%,5.8%,28,27.3%,0.0%,4/30/2012,Single Family Residential,"Seattle, WA - Haller Lake"
0.973927776,0.4%,0.1%,49,22.5%,-12.5%,48,20.0%,-44.2%,55,-14.5,-41,$350K,0.2%,10.2%,73,40.4%,-20.7%,4/30/2012,Single Family Residential,"Seattle, WA - Lake City"
0.960846087,-1.3%,0.7%,17,54.5%,-10.5%,20,-20.0%,-42.9%,125,-23,35,$595K,3.1%,-4.8%,24,-14.3%,-29.4%,4/30/2012,Single Family Residential,"Seattle, WA - Leschi"
0.896023921,2.5%,5.0%,3,50.0%,50.0%,1,,-66.7%,197,86,106,"$1,576K",-32.2%,80.4%,2,100.0%,-50.0%,4/30/2012,Single Family Residential,"Seattle, WA - Lower Queen Anne"
0.944252793,3.0%,1.0%,16,45.5%,33.3%,37,8.8%,-19.6%,65,-62,-114,"$1,385K",2.6%,32.2%,37,19.4%,32.1%,4/30/2012,Single Family Residential,"Seattle, WA - Madison Park"
0.965323604,0.6%,1.8%,8,-20.0%,-42.9%,17,13.3%,-15.0%,91,-16.5,40,$854K,21.3%,36.5%,13,18.2%,-40.9%,4/30/2012,Single Family Residential,"Seattle, WA - Madrona"
0.995858979,1.4%,3.6%,51,15.9%,-3.8%,54,-10.0%,-27.0%,28.5,-4,-39,$545K,5.9%,6.9%,84,21.7%,18.3%,4/30/2012,Single Family Residential,"Seattle, WA - Magnolia"
0.994775895,0.7%,2.3%,33,26.9%,3.1%,19,-5.0%,18.8%,8,-9,-15,$399K,-0.1%,7.2%,38,0.0%,15.2%,4/30/2012,Single Family Residential,"Seattle, WA - Maple Leaf"
0.981459838,0.5%,0.4%,23,27.8%,109.1%,14,40.0%,-39.1%,14,-23,-78,$478K,-2.7%,21.9%,24,20.0%,4.3%,4/30/2012,Single Family Residential,"Seattle, WA - Matthews Beach"
0.937987876,0.9%,-3.7%,3,200.0%,-50.0%,4,300.0%,-69.2%,71,-217,-4.5,$325K,-17.7%,14.4%,7,133.3%,-46.2%,4/30/2012,Single Family Residential,"Seattle, WA - Meadowbrook"
0.984955771,1.7%,3.0%,16,77.8%,-5.9%,8,-11.1%,-46.7%,14,-53,-35,$710K,-4.7%,13.1%,19,26.7%,-24.0%,4/30/2012,Single Family Residential,"Seattle, WA - Montlake"
0.981168818,-1.1%,-0.5%,28,55.6%,33.3%,29,7.4%,-23.7%,48,-27.5,-41,$463K,7.8%,-6.0%,36,20.0%,-16.3%,4/30/2012,Single Family Residential,"Seattle, WA - Mount Baker"
0.983005331,0.6%,-0.4%,36,44.0%,5.9%,32,10.3%,-34.7%,39,-16.5,25,$468K,-1.6%,17.2%,53,32.5%,-26.4%,4/30/2012,Single Family Residential,"Seattle, WA - North Admiral"
0.995270259,1.0%,3.6%,55,37.5%,-1.8%,73,1.4%,-24.7%,13,-20,-51,$240K,0.0%,-5.1%,91,8.3%,1.1%,4/30/2012,Single Family Residential,"Seattle, WA - Beacon Hill"
0.985455046,0.9%,1.4%,67,21.8%,8.1%,43,-8.5%,-30.6%,17,-10,-27,$370K,5.7%,11.2%,87,13.0%,4.8%,4/30/2012,Single Family Residential,"Seattle, WA - Northgate"
0.979475466,0.1%,1.5%,9,50.0%,-60.9%,13,0.0%,-31.6%,55,-36.5,-18.5,$255K,8.5%,-3.8%,17,54.5%,-26.1%,4/30/2012,Single Family Residential,"Seattle, WA - Olympic Hills"
0.972905718,2.7%,-0.2%,8,60.0%,14.3%,4,-20.0%,-63.6%,49.5,-144.5,-24.5,$328K,40.8%,33.6%,9,12.5%,-25.0%,4/30/2012,Single Family Residential,"Seattle, WA - Pinehurst"
0.988880193,0.8%,1.9%,51,30.8%,41.7%,46,7.0%,-39.5%,19,-8,-38.5,$634K,0.0%,1.6%,89,39.1%,25.4%,4/30/2012,Single Family Residential,"Seattle, WA - Queen Anne"
0.974672437,1.4%,0.3%,129,21.7%,29.0%,165,-6.8%,-21.8%,49.5,-13.5,-40,$265K,6.4%,-3.2%,185,2.2%,-3.1%,4/30/2012,Single Family Residential,"Seattle, WA - Rainier Valley"
1.001818419,0.7%,1.5%,33,57.1%,17.9%,11,37.5%,-42.1%,7,1,-16.5,$499K,4.0%,0.4%,39,21.9%,2.6%,4/30/2012,Single Family Residential,"Seattle, WA - Ravenna"
1.002212556,0.4%,1.8%,18,28.6%,-10.0%,4,-33.3%,-76.5%,25.5,0,3,$515K,-3.1%,11.1%,14,-22.2%,-48.1%,4/30/2012,Single Family Residential,"Seattle, WA - Roosevelt"
1.019645332,-0.9%,3.0%,7,-22.2%,0.0%,10,25.0%,-54.5%,80,0,-55,$160K,10.3%,-11.1%,10,0.0%,-16.7%,4/30/2012,Single Family Residential,"Seattle, WA - South Park"
0.983134174,2.4%,-12.2%,10,66.7%,100.0%,3,-25.0%,-57.1%,8.5,-30,-238.5,$565K,-3.2%,54.8%,8,0.0%,-27.3%,4/30/2012,Single Family Residential,"Seattle, WA - University District"
0.969407219,-0.3%,-3.7%,8,33.3%,14.3%,9,28.6%,-25.0%,50.5,23,-64.5,$363K,0.0%,16.9%,17,54.5%,30.8%,4/30/2012,Single Family Residential,"Seattle, WA - Victory Heights"
0.995465014,3.4%,3.8%,14,40.0%,-12.5%,21,23.5%,-4.5%,5,-14,-117.5,$530K,23.4%,-7.4%,30,30.4%,57.9%,5/31/2012,Single Family Residential,"Seattle, WA - Alki Point"
0.980548563,1.1%,2.2%,21,5.0%,-4.5%,24,33.3%,-22.6%,37.5,-42.5,-5,$342K,2.5%,20.8%,30,25.0%,15.4%,5/31/2012,Single Family Residential,"Seattle, WA - Arbor Heights"
1.011546688,0.8%,2.8%,104,28.4%,23.8%,30,-11.8%,-53.8%,7,-1.5,-6,$460K,-1.0%,5.8%,125,7.8%,0.8%,5/31/2012,Single Family Residential,"Seattle, WA - Ballard"
0.992411739,2.4%,2.2%,12,9.1%,-14.3%,7,0.0%,-41.7%,8,-30,-24,$332K,20.9%,10.5%,17,21.4%,-10.5%,5/31/2012,Single Family Residential,"Seattle, WA - Bitter Lake"
0.967648383,0.7%,-1.0%,19,0.0%,26.7%,31,10.7%,0.0%,38.5,-12.5,19.5,$505K,0.0%,3.1%,34,13.3%,3.0%,5/31/2012,Single Family Residential,"Seattle, WA - North Beach / Blue Ridge"
0.985702828,0.6%,1.3%,25,-3.8%,-7.4%,18,-10.0%,-10.0%,15,-19,-7,$470K,-5.6%,14.4%,36,0.0%,38.5%,5/31/2012,Single Family Residential,"Seattle, WA - Broadview"
1.004741925,0.9%,3.2%,20,53.8%,33.3%,2,-33.3%,-81.8%,5.5,-3.5,-20.5,$503K,4.8%,17.0%,21,31.3%,10.5%,5/31/2012,Single Family Residential,"Seattle, WA - Bryant"
0.976763875,2.0%,1.8%,13,18.2%,30.0%,20,-13.0%,66.7%,16,-44,-27.5,$365K,28.1%,17.4%,31,6.9%,158.3%,5/31/2012,Single Family Residential,"Seattle, WA - Columbia City"
1.004988152,1.9%,1.9%,20,53.8%,81.8%,7,16.7%,-50.0%,12.5,-2.5,-30,$355K,-2.7%,-9.0%,24,26.3%,41.2%,5/31/2012,Single Family Residential,"Seattle, WA - Crown Hill"
0.976857475,1.4%,0.7%,59,25.5%,-20.3%,82,10.8%,-29.3%,42,-62,-1,$209K,10.5%,-7.0%,108,18.7%,-8.5%,5/31/2012,Single Family Residential,"Seattle, WA - Delridge"
0.990082507,3.7%,,1,-66.7%,,1,0.0%,,303,146,,$594K,0.0%,,1,0.0%,,5/31/2012,Single Family Residential,"Seattle, WA - Eastlake"
0.986624209,0.9%,2.0%,22,22.2%,-4.3%,22,-8.3%,10.0%,18,-83.5,-67,$396K,3.1%,-8.2%,36,12.5%,63.6%,5/31/2012,Single Family Residential,"Seattle, WA - Fauntleroy"
0.999692251,0.7%,0.5%,15,0.0%,-6.3%,7,40.0%,-30.0%,8,-17,-20.5,$435K,2.4%,-3.2%,23,27.8%,27.8%,5/31/2012,Single Family Residential,"Seattle, WA - Fremont"
0.994255601,-0.1%,-1.1%,21,31.3%,31.3%,12,33.3%,-29.4%,6,0,-17.5,$585K,19.2%,7.9%,34,25.9%,13.3%,5/31/2012,Single Family Residential,"Seattle, WA - Green Lake"
1.008579798,0.0%,3.8%,39,8.3%,21.9%,26,18.2%,-18.8%,20,-7.5,-11,$337K,-8.3%,-3.7%,49,11.4%,-15.5%,5/31/2012,Single Family Residential,"Seattle, WA - Greenwood"
0.983191083,1.4%,-0.2%,27,68.8%,50.0%,11,0.0%,-64.5%,13,-3,-45.5,$271K,2.3%,-2.6%,29,3.6%,0.0%,5/31/2012,Single Family Residential,"Seattle, WA - Haller Lake"
0.985489361,1.2%,0.4%,59,20.4%,3.5%,46,-4.2%,-47.7%,32,-23,-28,$350K,0.0%,3.7%,93,27.4%,-8.8%,5/31/2012,Single Family Residential,"Seattle, WA - Lake City"
0.964226926,0.3%,1.2%,25,47.1%,31.6%,19,-5.0%,-38.7%,54,-71,-4,$657K,10.4%,5.1%,29,20.8%,-12.1%,5/31/2012,Single Family Residential,"Seattle, WA - Leschi"
0.896023921,0.0%,0.6%,3,0.0%,200.0%,2,100.0%,0.0%,197,0,175,"$1,576K",0.0%,36.6%,3,50.0%,0.0%,5/31/2012,Single Family Residential,"Seattle, WA - Lower Queen Anne"
0.968041920,2.4%,2.0%,20,25.0%,0.0%,44,18.9%,-17.0%,33.5,-31.5,-110.5,"$1,200K",-13.4%,11.9%,43,16.2%,0.0%,5/31/2012,Single Family Residential,"Seattle, WA - Madison Park"
0.971212346,0.6%,4.4%,12,50.0%,-42.9%,15,-11.8%,7.1%,40.5,-50.5,-1.5,$637K,-25.3%,-9.1%,16,23.1%,-15.8%,5/31/2012,Single Family Residential,"Seattle, WA - Madrona"
0.986661959,-0.9%,1.9%,73,43.1%,32.7%,59,9.3%,-9.2%,22,-6.5,-26.5,$545K,0.0%,9.0%,104,23.8%,38.7%,5/31/2012,Single Family Residential,"Seattle, WA - Magnolia"
0.991457702,-0.3%,1.3%,33,0.0%,6.5%,8,-57.9%,-61.9%,8,0,-5.5,$399K,0.0%,7.8%,34,-10.5%,6.3%,5/31/2012,Single Family Residential,"Seattle, WA - Maple Leaf"
0.980138535,-0.1%,0.4%,22,-4.3%,120.0%,17,21.4%,-32.0%,23,9,-37.5,$480K,0.4%,29.6%,30,25.0%,20.0%,5/31/2012,Single Family Residential,"Seattle, WA - Matthews Beach"
0.960458181,2.2%,-4.4%,7,133.3%,16.7%,3,-25.0%,-72.7%,21,-50,-3,$325K,0.0%,4.0%,10,42.9%,-33.3%,5/31/2012,Single Family Residential,"Seattle, WA - Meadowbrook"
0.987688900,0.3%,3.2%,18,12.5%,-14.3%,10,25.0%,-16.7%,13,-1,-3,$689K,-3.0%,-4.5%,24,26.3%,-7.7%,5/31/2012,Single Family Residential,"Seattle, WA - Montlake"
0.995638652,1.4%,2.2%,30,7.1%,0.0%,22,-24.1%,-35.3%,19,-29,-38,$515K,11.3%,3.7%,40,11.1%,2.6%,5/31/2012,Single Family Residential,"Seattle, WA - Mount Baker"
0.979528331,-0.3%,-0.2%,45,25.0%,-13.5%,36,12.5%,-20.0%,19.5,-19.5,4.5,$485K,3.7%,27.6%,64,20.8%,1.6%,5/31/2012,Single Family Residential,"Seattle, WA - North Admiral"
0.999501999,0.4%,3.6%,60,9.1%,7.1%,69,-5.5%,-17.9%,14,1,-18.5,$244K,1.7%,-2.6%,89,-2.2%,3.5%,5/31/2012,Single Family Residential,"Seattle, WA - Beacon Hill"
0.990008232,0.5%,1.6%,80,19.4%,19.4%,31,-27.9%,-56.3%,14,-3,-19,$364K,-1.6%,8.5%,84,-3.4%,-2.3%,5/31/2012,Single Family Residential,"Seattle, WA - Northgate"
0.990463183,1.1%,0.9%,9,0.0%,-59.1%,6,-53.8%,-66.7%,16,-39,-6,$312K,22.4%,-6.9%,19,11.8%,-32.1%,5/31/2012,Single Family Residential,"Seattle, WA - Olympic Hills"
0.974347975,0.1%,0.9%,7,-12.5%,-12.5%,2,-50.0%,-77.8%,38,-11.5,0.5,$370K,12.8%,50.9%,7,-22.2%,-41.7%,5/31/2012,Single Family Residential,"Seattle, WA - Pinehurst"
0.992285026,0.3%,2.8%,76,49.0%,68.9%,53,15.2%,-34.6%,10,-9,-26,$665K,4.9%,4.4%,101,13.5%,14.8%,5/31/2012,Single Family Residential,"Seattle, WA - Queen Anne"
0.986299129,1.2%,1.6%,144,11.6%,29.7%,145,-12.1%,-32.2%,46.5,-3,-15,$268K,1.0%,-10.5%,200,8.1%,4.2%,5/31/2012,Single Family Residential,"Seattle, WA - Rainier Valley"
1.013772988,1.2%,2.5%,38,15.2%,11.8%,14,27.3%,-48.1%,6.5,-0.5,-4.5,$508K,1.7%,6.3%,40,2.6%,-14.9%,5/31/2012,Single Family Residential,"Seattle, WA - Ravenna"
0.997345742,-0.5%,2.4%,20,11.1%,-16.7%,5,25.0%,-72.2%,24,-1.5,8.5,$506K,-1.7%,8.2%,14,0.0%,-48.1%,5/31/2012,Single Family Residential,"Seattle, WA - Roosevelt"
1.023151035,0.4%,2.7%,6,-14.3%,20.0%,14,40.0%,-22.2%,90.5,10.5,-44.5,$153K,-4.7%,3.0%,12,20.0%,20.0%,5/31/2012,Single Family Residential,"Seattle, WA - South Park"
1.002811238,2.0%,-2.7%,9,-10.0%,0.0%,3,0.0%,-66.7%,7,-1.5,-51,$545K,-3.5%,49.3%,9,12.5%,-47.1%,5/31/2012,Single Family Residential,"Seattle, WA - University District"
0.991253840,2.2%,-1.5%,12,50.0%,50.0%,9,0.0%,-40.0%,85.5,35,20,$307K,-15.2%,-6.2%,21,23.5%,40.0%,5/31/2012,Single Family Residential,"Seattle, WA - Victory Heights"
0.985924687,0.0%,1.6%,10,0.0%,-44.4%,15,66.7%,0.0%,34.5,19.5,21.5,$564K,-6.8%,-11.6%,22,37.5%,-18.5%,5/31/2012,Single Family Residential,"Seattle, WA - View Ridge"
1.025456540,0.9%,3.3%,41,28.1%,-4.7%,8,-27.3%,-57.9%,8,-1.5,-2,$590K,6.3%,5.4%,45,18.4%,-8.2%,5/31/2012,Single Family Residential,"Seattle, WA - Wallingford"
0.989069856,0.1%,0.2%,21,31.3%,10.5%,6,20.0%,-70.0%,7,-2.5,-8,$450K,0.1%,11.8%,17,-15.0%,-22.7%,5/31/2012,Single Family Residential,"Seattle, WA - Wedgwood"
0.982780338,0.9%,0.7%,249,19.7%,-7.4%,261,19.2%,-25.2%,29,-33.5,-5.5,$345K,-0.4%,8.5%,397,25.6%,3.7%,5/31/2012,Single Family Residential,"Seattle, WA - West Seattle"
0.984579329,1.2%,1.7%,22,266.7%,120.0%,7,-36.4%,-65.0%,23,-101.5,7,$717K,-19.5%,13.1%,24,-4.0%,4.3%,5/31/2012,Single Family Residential,"Seattle, WA - Windermere"
0.957479432,-0.5%,-2.9%,5,0.0%,-28.6%,11,22.2%,-21.4%,128,78,4,"$1,200K",6.7%,15.4%,11,57.1%,-31.3%,5/31/2012,Single Family Residential,"Seattle, WA - Denny Blaine"
1.004594498,0.0%,0.8%,30,30.4%,-9.1%,6,-33.3%,-50.0%,14,0,6,$460K,-8.0%,-2.1%,31,10.7%,-22.5%,5/31/2012,Single Family Residential,"Seattle, WA - Phinney Ridge"
1.012479718,2.9%,3.7%,21,40.0%,-4.5%,10,11.1%,-54.5%,12,-19,-25.5,$363K,0.0%,-3.9%,24,41.2%,-14.3%,5/31/2012,Single Family Residential,"Seattle, WA - Central District"
0.997713162,0.8%,2.1%,19,58.3%,137.5%,8,14.3%,-27.3%,13,-13.5,3.5,$549K,16.8%,22.3%,21,10.5%,50.0%,5/31/2012,Single Family Residential,"Seattle, WA - Madison Valley"
0.967954965,-1.0%,-7.3%,21,-12.5%,-22.2%,23,21.1%,-30.3%,116,19,88,$800K,1.3%,3.1%,24,33.3%,-47.8%,5/31/2012,Single Family Residential,"Seattle, WA - Capitol Hill"
0.993330871,-1.9%,2.5%,13,18.2%,0.0%,13,0.0%,-27.8%,39,9,-14.5,$160K,-30.4%,-27.3%,12,-36.8%,-42.9%,5/31/2012,Single Family Residential,"Seattle, WA - South Beacon Hill"
0.976325164,1.3%,5.6%,3,50.0%,50.0%,3,0.0%,-50.0%,17,-80,-88,$363K,8.4%,155.2%,5,0.0%,-28.6%,5/31/2012,Single Family Residential,"Seattle, WA - Greater Duwamish"
1.016459404,2.1%,6.6%,11,37.5%,10.0%,10,11.1%,0.0%,11,-6.5,-145,$385K,-23.8%,17.8%,14,27.3%,7.7%,5/31/2012,Single Family Residential,"Seattle, WA - North College Park"
0.988280105,2.6%,0.9%,14,0.0%,7.7%,16,33.3%,-23.8%,85,-15.5,51.5,$222K,21.6%,-7.5%,15,25.0%,-28.6%,5/31/2012,Single Family Residential,"Seattle, WA - Dunlap"
0.999862923,0.1%,2.4%,7,0.0%,-46.2%,7,40.0%,-30.0%,8,-23,-65,$568K,51.5%,50.3%,15,50.0%,25.0%,5/31/2012,Single Family Residential,"Seattle, WA - Minor"
0.983173519,0.8%,3.2%,78,32.2%,-10.3%,80,6.7%,-27.9%,47,-49.5,-18,$569K,8.6%,18.7%,111,33.7%,-5.9%,5/31/2012,Single Family Residential,"Seattle, WA - Central Seattle"
1,0.9%,5.2%,1,-66.7%,-66.7%,6,-25.0%,-25.0%,6,-3.5,-269,$250K,-24.7%,-0.4%,6,0.0%,50.0%,5/31/2012,Single Family Residential,"Seattle, WA - Holly Park"
1.008298520,5.2%,5.4%,8,60.0%,-20.0%,11,37.5%,-26.7%,57.5,-10.5,-31.5,$346K,-44.7%,-26.7%,13,85.7%,-23.5%,5/31/2012,Single Family Residential,"Seattle, WA - Cedar Heights"
0.977034085,0.0%,-1.0%,13,0.0%,62.5%,8,-11.1%,-50.0%,27.5,-27,-125.5,$352K,-2.3%,5.9%,17,54.5%,-26.1%,5/31/2012,Single Family Residential,"Seattle, WA - Fairmount Park"
0.988066105,-0.2%,4.3%,9,-25.0%,-25.0%,9,28.6%,-52.6%,148,11,72.5,$267K,-5.5%,-19.3%,12,50.0%,-7.7%,5/31/2012,Single Family Residential,"Seattle, WA - Atlantic"
0.982765450,-1.3%,1.9%,22,57.1%,83.3%,22,4.8%,-8.3%,18,13,-109,$545K,2.8%,-4.3%,28,-6.7%,21.7%,6/30/2012,Single Family Residential,"Seattle, WA - Alki Point"
0.993357462,1.3%,2.3%,20,-4.8%,5.3%,21,-12.5%,-47.5%,17.5,-20,-3.5,$327K,-4.5%,2.0%,31,3.3%,-8.8%,6/30/2012,Single Family Residential,"Seattle, WA - Arbor Heights"
1.013213723,0.2%,2.4%,106,1.9%,15.2%,40,33.3%,-45.2%,7,0,-3,$450K,-2.2%,5.4%,127,1.6%,1.6%,6/30/2012,Single Family Residential,"Seattle, WA - Ballard"
0.991294376,-0.1%,1.5%,15,25.0%,7.1%,7,0.0%,-46.2%,6,-2,-13.5,$376K,13.1%,24.6%,24,41.2%,50.0%,6/30/2012,Single Family Residential,"Seattle, WA - Bitter Lake"
0.979204469,1.2%,-1.6%,22,15.8%,57.1%,37,19.4%,2.8%,27,-11.5,16.5,$505K,0.0%,-0.7%,34,0.0%,-19.0%,6/30/2012,Single Family Residential,"Seattle, WA - North Beach / Blue Ridge"
0.988300182,0.3%,1.2%,26,4.0%,13.0%,18,0.0%,-25.0%,12,-3,-1,$433K,-8.0%,2.2%,35,-2.8%,9.4%,6/30/2012,Single Family Residential,"Seattle, WA - Broadview"
1.012075516,0.7%,2.6%,24,20.0%,60.0%,10,400.0%,0.0%,5.5,0,-12.5,$528K,4.9%,25.9%,27,28.6%,12.5%,6/30/2012,Single Family Residential,"Seattle, WA - Bryant"
1.019755706,4.3%,8.2%,20,53.8%,66.7%,20,0.0%,100.0%,12.5,-3.5,-56,$384K,5.1%,54.0%,20,-35.5%,42.9%,6/30/2012,Single Family Residential,"Seattle, WA - Columbia City"
1.012951690,0.8%,2.9%,27,35.0%,200.0%,5,-28.6%,-68.8%,10,-2.5,-70,$355K,0.0%,11.3%,21,-12.5%,31.3%,6/30/2012,Single Family Residential,"Seattle, WA - Crown Hill"
0.983061147,0.6%,1.0%,75,27.1%,-18.5%,75,-8.5%,-39.0%,37,-5,-6,$220K,4.9%,-6.2%,99,-8.3%,-13.2%,6/30/2012,Single Family Residential,"Seattle, WA - Delridge"
0.942857143,,,1,,,1,,,30,,,$330K,,,1,,,6/30/2012,Single Family Residential,"Seattle, WA - Downtown Seattle"
